,album,artist,duration_ms,energy,genredanceability,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
1104,Slippery When Wet,Bon Jovi,288933,0.797,,0.0,2,0.081,-2.359,1,65.0,0.0334,135.937,4,4AfsbRvvuN7nEHAhONdeEp,Never Say Goodbye,0.271
1105,Contraband,Velvet Revolver,271440,0.884,,0.483,6,0.128,-4.679,1,54.0,0.0495,132.814,4,4A9O9e4iTm4bYnOPSzWaGb,Fall to Pieces,0.25
1106,In The Heart Of The Young,Winger,252867,0.528,,0.0,5,0.334,-10.08,1,55.0,0.0305,182.21,4,3Bzh1AtiViTIaZV6yqySZH,Miles Away,0.317
1107,Balls To The Wall,Accept,292560,0.556,,4.37e-06,9,0.0299,-9.254,1,35.0,0.0317,117.136,4,2t8exWxl59Eix9hodoDmhG,Winterdreams,0.333
1108,Steal This Album!,System Of A Down,201200,0.477,,0.00729,5,0.133,-7.527,0,0.0,0.0266,129.006,4,6Jj1Bb2s0gAOhH4yCGjDvh,Roulette,0.227
1109,War is the Answer,Five Finger Death Punch,262440,0.886,,9.84e-05,11,0.0904,-4.196,0,66.0,0.0498,114.025,4,1UWGkn34CD31VQfdi4D8Zp,Bad Company,0.17
1110,Gutter Ballet (2011 Edition),Savatage,346333,0.471,,0.000576,10,0.0733,-11.565,1,40.0,0.0397,127.916,4,6uQ15UwuRKIgUJQakgkYtZ,When the Crowds Are Gone,0.309
1111,W.A.S.P.,W.A.S.P.,235920,0.709,,1.12e-06,8,0.0778,-7.163,1,32.0,0.0364,191.613,4,3ROedBflJxNwhrpfuPHgbG,Sleeping (In the Fire),0.218
1112,"Good Times, Bad Times - Ten Years of Godsmack",Godsmack,274480,0.659,,5.9e-06,9,0.15,-5.713,1,48.0,0.0234,110.159,4,21GwG8Alj5Duat0I0IkE9R,Serenity,0.319
1113,Kiss of Death,Motörhead,261187,0.887,,0.00065,3,0.103,-4.629,0,58.0,0.0876,175.922,4,3zeQSYzaN9kLVypKWr6yUi,God Was Never on Your Side,0.183
1114,Evolution (Deluxe Edition),Disturbed,284293,0.571,,0.0,6,0.13,-5.573,0,61.0,0.0248,75.04,4,1IbaGRC0Yrovu3MP1ipf1u,A Reason to Fight,0.26
1115,Use Your Illusion I,Guns N' Roses,284800,0.572,,0.00243,8,0.116,-8.648,0,0.0,0.0339,124.172,4,0ZEhlT9v8CdOKu55zhYGv9,Don't Cry (Original),0.239
1116,Hysteria (Super Deluxe),Def Leppard,354636,0.846,,0.0144,7,0.203,-5.508,1,53.0,0.0274,107.01,4,6EzSduIPnAmO3o41HY5V9d,Hysteria - Remastered 2017,0.659
1117,Extreme II - Pornograffitti,Extreme,334107,0.134,,0.0,6,0.113,-14.898,1,67.0,0.0298,91.893,4,1gVgkQFOKa8Wc1HYsJtPdH,More Than Words,0.239
1118,1987 (2007 Remaster),Whitesnake,275760,0.866,,0.0,0,0.808,-4.618,1,0.0,0.0488,180.635,4,5JSMty4xsozv560lo6UxhM,Is This Love - 2007 Remastered Version,0.512
1119,IV,Godsmack,441960,0.417,,1.33e-05,0,0.0569,-13.171,1,29.0,0.0326,93.139,4,5RwNpisuZCqBuGbASRhOXM,One Rainy Day,0.0984
1120,Cross Road,Bon Jovi,353027,0.662,,1.84e-06,4,0.215,-5.433,1,0.0,0.0295,71.515,4,4JAJV4D2902ZQL4A63Q2fe,Always,0.367
1121,The Final Countdown (Expanded Edition),Europe,272133,0.487,,2.43e-06,7,0.358,-7.112,1,71.0,0.0264,136.482,4,29wJiSQcze8HEmxkUQykyp,Carrie,0.139
1122,Use Your Illusion II,Guns N' Roses,336000,0.739,,0.00444,6,0.106,-7.193,1,77.0,0.0415,132.41,4,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,0.378
1123,Hysteria (Super Deluxe),Def Leppard,346960,0.743,,0.00093,0,0.0847,-7.078,0,65.0,0.0347,129.79,4,3Dfy8YIxq89i84t108TvMi,Love Bites - Remastered 2017,0.412
1124,Rhino Hi-Five: Skid Row,Skid Row,314027,0.704,,7.25e-05,0,0.194,-6.425,1,0.0,0.0273,88.218,4,2kyDqWZoa2VVyrgtlx3yQT,I Remember You,0.48
1125,Theatre of Pain,Mötley Crüe,240933,0.777,,3.28e-06,5,0.124,-6.416,1,69.0,0.0354,76.329,4,4zXvB4MoQD8onk0NCZbeHG,Home Sweet Home,0.149
1126,Balance,Van Halen,247467,0.912,,3.1e-06,9,0.159,-3.324,1,58.0,0.0338,118.035,4,6z3JD6IqVvu6TUBtCfQPbe,Can't Stop Lovin' You,0.564
1127,New Jersey,Bon Jovi,346587,0.727,,0.0,2,0.103,-5.432,1,54.0,0.0293,73.029,4,67YIAxlMlfSNmbnt83zGKh,I'll Be There For You,0.233
1128,Look What The Cat Dragged In - 20th Anniversary Edition,Poison,214373,0.84,,0.0225,6,0.21,-3.947,1,54.0,0.0404,202.903,4,6WmVgLj2htklkU3SZOsItg,I Won't Forget You - Remastered,0.648
1129,Trash,Alice Cooper,286493,0.91,,0.0,7,0.272,-5.78,1,44.0,0.0815,144.53,4,2xEAfWiQEpZFjogKaHwr4y,Only My Heart Talkin',0.192
1130,Long Cold Winter,Cinderella,354640,0.527,,0.000792,9,0.0536,-9.883,1,0.0,0.0289,132.639,4,3vPrFUtWpKT9oNW94NDDEW,Don't Know What You Got (Till It's Gone),0.247
1131,Fight To Survive,White Lion,211987,0.872,,5.28e-05,7,0.274,-4.863,1,46.0,0.0745,126.837,4,7FfE0EoQSsliADYgdxFChG,Broken Heart,0.35
1132,G N' R Lies,Guns N' Roses,354400,0.266,,0.000261,6,0.124,-14.465,1,68.0,0.0313,120.459,4,7D5n2kpYH2WSqIyEO9MeXf,Patience,0.372
1133,Whitesnake's Greatest Hits,Whitesnake,262560,0.662,,1.61e-06,9,0.0706,-7.99,1,48.0,0.0252,105.012,4,2lESR3q3ZdMYKHYsdfK4rz,The Deeper the Love,0.544
1134,Hair of the Dog,Nazareth,232120,0.491,,0.00491,7,0.114,-6.598,1,67.0,0.0246,79.954,4,5g1rzUEyVFNr2i4ifEjlVN,Love Hurts - Single Edit,0.125
1135,Winger,Winger,312600,0.507,,0.000634,2,0.253,-13.849,0,47.0,0.0308,134.253,4,2XbxWdh1e6Tyku9pbaXlFI,Headed for a Heartbreak,0.386
1136,Dirty Rotten Filthy Stinking Rich,Warrant,236867,0.488,,0.0,6,0.128,-11.143,1,62.0,0.0287,145.789,4,2dEgwtRjYl6TJkIwjRwn6z,Heaven,0.33
1137,Aerosmith,Aerosmith,266960,0.433,,9.08e-05,1,0.332,-10.057,1,79.0,0.029,160.9,4,5MxNLUsfh7uzROypsoO5qe,Dream On,0.224
1138,When The Children Cry - Greatest Hits,White Lion,295427,0.794,,0.0,2,0.148,-7.586,1,48.0,0.0618,149.346,4,2QfjV18pg4Ye7Vo4TsSobq,Wait,0.205
1139,Adrenalize (Deluxe),Def Leppard,324027,0.721,,1.04e-05,4,0.0482,-8.268,1,0.0,0.0271,136.787,4,3Mn8fQPVX4hV8gWRBCl75a,Have You Ever Needed Someone So Bad,0.756
1140,Crazy World,Scorpions,273200,0.43,,0.00141,1,0.229,-11.601,1,0.0,0.0301,104.668,4,4rBgm0zIGwwAhuUibPehy2,Send Me An Angel,0.155
1141,Hot In The Shade,KISS,232627,0.682,,1.33e-05,6,0.0544,-10.565,1,32.0,0.0306,176.362,4,0oSjcBQU1n11XpohLbCE5O,Forever,0.598
1142,Cocked And Loaded,L.A. Guns,274107,0.369,,5.86e-05,6,0.128,-14.216,1,0.0,0.0296,61.207,4,1nRth4GQRCl7XkrIH26LP3,The Ballad Of Jayne,0.156
1143,Firehouse,Firehouse,286573,0.48,,0.00275,1,0.0914,-11.893,1,62.0,0.0308,123.023,4,2kDH08boXJyhKMl5hnZbrE,Love of a Lifetime,0.126
1144,Get A Grip (Reissue - Remaster),Aerosmith,356160,0.747,,5.03e-05,0,0.41,-5.456,1,0.0,0.0365,139.673,4,2YswrtCvqzD5k8AWT7irnS,Amazing,0.291
1145,The Great Radio Controversy,Tesla,323360,0.318,,0.0389,2,0.113,-9.974,1,0.0,0.034,81.856,4,43Rqj6NQ8yaoptYcN66UT6,Love Song,0.281
1146,Euphoria,Def Leppard,232698,0.624,,0.0,0,0.159,-8.353,1,0.0,0.0353,148.398,4,1SIUuaNDNVAgsTimyHO1kk,To Be Alive,0.198
1147,Follow Your Heart,Scorpions,245627,0.656,,0.000161,7,0.139,-5.712,0,51.0,0.0319,153.747,4,1EJZQ6uhrvl4JtoKn7RKFd,Follow Your Heart,0.195
1148,Creatures Of The Night (Remastered Version),KISS,366107,0.602,,0.00231,4,0.613,-7.406,0,21.0,0.0324,144.928,3,04F7U1dwwtwaCRuXGQ50aB,I Still Love You,0.061
1149,Mass Slaughter,Slaughter,272240,0.576,,0.000277,0,0.101,-12.26,1,55.0,0.0352,119.953,4,6e165g8fp2WDCBwF1zxLMh,Fly To The Angels,0.371
1150,Dr. Feelgood 20th Anniversary (Expanded Version),Mötley Crüe,270187,0.759,,5.65e-05,5,0.0652,-4.152,1,0.0,0.0286,118.001,4,2zjvTdpUoMpxNIY6e7jKOi,Without You,0.283
1151,Permanent Vacation (Reissue Remastered),Aerosmith,308825,0.824,,0.0,3,0.0876,-3.555,1,0.0,0.0395,171.49,4,6r4laxAXabuv6pK9Nzoskc,Angel,0.428
1152,Slave to the Grind,Skid Row,348800,0.881,,0.0,0,0.0742,-6.815,0,56.0,0.048,84.861,4,4BAhIRDG9GNeMvcigDKF7L,Wasted Time,0.295
1153,Metallica,Metallica,386493,0.584,,0.00296,7,0.253,-9.579,1,0.0,0.0254,139.261,4,0BAjUM6V9P9g8rK83hVUTJ,The Unforgiven,0.244
1154,Best,Scorpions,295600,0.538,,0.000198,0,0.151,-7.238,1,29.0,0.0307,114.398,4,4hpksgtpDgspt9UtkDnCMS,Always Somewhere,0.12
1155,Rock And Roll Over (Remastered Version),KISS,214667,0.867,,0.0,11,0.22,-7.594,1,27.0,0.033,124.613,4,0UBURW2bWwn8bSWtU53444,Hard Luck Woman,0.963
1156,Welcome to My Nightmare,Alice Cooper,210933,0.476,,0.019,7,0.278,-8.497,1,48.0,0.0308,147.532,4,59xDvLlKHcLI0c9CSmzxSN,Only Women Bleed,0.189
1157,Angels Cry / Holy Land,Angra,280760,0.6,,0.0,10,0.454,-7.505,1,0.0,0.0336,119.782,4,1pzfRmnakPxdDwHrLbc0vq,Wuthering Heights,0.384
1158,The Essential Aerosmith,Aerosmith,298093,0.722,,0.0,2,0.165,-4.171,1,0.0,0.0326,120.978,4,6NSiHTnuDB3vwgJQF3bqJh,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",0.129
1159,Set The World On Fire,Annihilator,228547,0.76,,1.07e-05,2,0.343,-5.822,0,45.0,0.0295,120.488,4,6vSY2O8TWgHP0oLPn5WhbH,Phoenix Rising,0.164
1160,Reload,Metallica,396440,0.89,,0.00129,8,0.255,-4.559,0,0.0,0.0445,133.047,4,7FvS9PhfQkRRSYnw8IqWYC,The Unforgiven II,0.249
1161,Blackout,Scorpions,220840,0.835,,0.000321,9,0.125,-3.429,0,30.0,0.052,117.455,4,1xDJcvtsNFSVxFk9BavLSd,You Give Me All I Need - 2015 Remaster,0.538
1162,Revenge,KISS,279067,0.323,,0.0,8,0.0613,-11.025,1,24.0,0.0346,143.905,4,2wwTREXy3Uq8FWksOWYf03,Every Time I Look At You,0.264
1163,Alice Cooper Goes to Hell,Alice Cooper,224600,0.284,,3.48e-06,0,0.114,-15.602,1,49.0,0.0317,136.112,4,7y5mfSJLUmPYmrI5hcCWnT,I Never Cry,0.374
1164,Apocalyptica,Apocalyptica,333013,0.509,,0.838,8,0.111,-9.598,1,37.0,0.0326,96.164,4,7b71VGiqL6DdpzCyaaJEaD,Farewell,0.042
1165,Get A Grip (Reissue - Remaster),Aerosmith,308333,0.855,,0.0102,9,0.353,-3.674,1,0.0,0.0324,105.84,3,3Yls95V4qCzVfR20gr8cOW,Cryin',0.466
1166,Paranoid (2009 Remastered Version),Black Sabbath,269533,0.0889,,0.897,2,0.083,-24.661,1,63.0,0.036,88.25,4,7wqF3BU0ykeKch6BcNqGiT,Planet Caravan,0.411
1167,Death Magnetic,Metallica,466587,0.692,,3.75e-06,4,0.115,-5.625,0,0.0,0.0344,121.52,4,3lbx13YshETqbBolc9Hc14,The Unforgiven III,0.103
1168,Savage Amusement,Scorpions,323613,0.765,,0.082,3,0.128,-4.406,1,44.0,0.0323,132.537,4,1rQzg5VzNl4dZPQ6BAIm5p,Believe in Love - 2015 Remaster,0.353
1169,Psycho Circus,KISS,281373,0.873,,1.27e-06,5,0.268,-4.683,0,18.0,0.0432,89.137,4,24qpLuCW1Hv4dlv5VJxXjS,We Are One,0.362
1170,Balls To Picasso (2001 Remastered Version),Bruce Dickinson,384013,0.62,,1.47e-06,4,0.114,-7.458,0,62.0,0.0265,140.06,4,1fvlJQrm3yoN2TpKH5FgiR,Tears of the Dragon - 2001 Remastered Version,0.279
1171,Reflections,Apocalyptica,313373,0.443,,0.829,0,0.106,-9.509,0,35.0,0.0405,71.203,4,7ce1uvU1JBfWzqbnYDBw3G,Faraway,0.0649
1172,Act III,Death Angel,281573,0.484,,0.0117,7,0.147,-10.481,1,0.0,0.0297,171.033,4,5hrfHG1OBrGXJKqbmxyPmN,A Room With A View,0.261
1173,Master of Reality (2009 Remastered Version),Black Sabbath,301640,0.024,,0.758,7,0.12,-28.353,0,53.0,0.0411,109.732,3,0y1eaipbcP50xp6WLgJtuv,Solitude,0.524
1174,Epicloud,Devin Townsend Project,197320,0.144,,0.0486,10,0.179,-19.82,1,31.0,0.0323,117.948,4,0y0LvM641P7beqvD5nX6jf,Divine,0.104
1175,Classic Diamonds,Doro,276853,0.602,,0.000272,1,0.273,-8.162,1,47.0,0.0297,141.641,4,7GBt0SpACpV3HXad7tMY0U,Für Immer,0.201
1176,Dragonslayer,Dream Evil,356800,0.576,,0.000167,9,0.12,-5.96,0,37.0,0.0305,163.974,4,5NNLgBi2sGXIEuhV2twWpe,Losing You,0.155
1177,The Best of Bruce Dickinson,Bruce Dickinson,320107,0.674,,4.51e-05,2,0.103,-6.471,0,42.0,0.029,72.438,4,3aKlrWvtDCJ13npobUO5zg,Man of Sorrows - 2001 Remaster,0.224
1178,Worlds Collide,Apocalyptica,237920,0.795,,0.0,2,0.117,-4.146,0,36.0,0.0371,178.95,4,7KRnJW2x33Mb84NavoKmbh,I Don't Care (feat. Adam Gontier),0.0892
1179,Relentless Retribution,Death Angel,214213,0.338,,1.16e-06,4,0.0952,-11.307,0,0.0,0.0308,86.836,4,2eKGKDxg2iIRTWNeSSXr8f,Volcanic,0.502
1180,Awake,Dream Theater,227733,0.278,,5.04e-06,4,0.0943,-12.487,0,42.0,0.0244,93.822,4,2vzfV6LgfAWtv7JeSoEPFO,The Silent Man,0.313
1181,The Phantom Agony (Expanded Edition),Epica,260027,0.531,,0.000554,4,0.0913,-5.836,0,47.0,0.0271,100.013,4,4jkyyMRcSuj3IMFqYJFKnj,Feint,0.176
1182,True At Heart,Doro,287293,0.414,,0.0,10,0.155,-10.914,1,36.0,0.027,132.107,4,00CKqQSBhAr2gePvyIzk0P,Even Angels Cry,0.193
1183,Hornet's Nest,Power Trip,279811,0.982,,0.289,4,0.661,-3.912,1,53.0,0.121,171.928,4,12twP0oGdOTzmxLd0CoGs3,Hornet's Nest,0.241
1184,Empire of the Blind,Heathen,351613,0.974,,0.0177,7,0.499,-3.715,0,18.0,0.0688,105.018,4,0we8Go5TEj33hcYSzZ4ZnQ,Empire of the Blind,0.227
1185,As We Breach,Harlott,292147,0.951,,0.00864,8,0.298,-5.376,1,39.0,0.114,100.093,4,5yttcK85rYSClFzPC9v1N7,As We Breach,0.122
1186,Sheer Khan,Gama Bomb,278287,0.984,,0.0034,9,0.366,-4.136,1,39.0,0.234,104.977,4,7qlkGiHmqF9VyFiIKlJVRt,Sheer Khan,0.0884
1187,Guided by Evil,Nervosa,210047,0.948,,0.018,1,0.342,-7.587,1,40.0,0.0412,100.043,4,2oYcHQKLshff65muWC7lUt,Guided by Evil,0.134
1188,The Descending,Evildead,191974,0.957,,2.11e-05,10,0.291,-2.949,0,37.0,0.078,98.625,4,72keEkoiv1LfF83ZImJd4g,The Descending,0.512
1189,"Executioner's Tax (Swing of the Axe) [feat. David Sanchez, Guillermo Izquierdo, Juli Bazooka, Lenny Bruce, Andrew Hudson & Spyros Lafias]",Ultra-Violence,229581,0.972,,0.262,11,0.47,-7.141,1,41.0,0.0439,83.505,4,16eCW4AHKMNsxLYD4thQGr,"Executioner's Tax (Swing of the Axe) [feat. David Sanchez, Guillermo Izquierdo, Juli Bazooka, Lenny Bruce, Andrew Hudson & Spyros Lafias]",0.645
1190,Into the Fray,Warfect,312187,0.923,,0.29,8,0.183,-11.316,1,9.0,0.109,144.721,4,5qsvdGQmUYMSWvJXGNc7VR,Into the Fray,0.297
1191,Detritus of the Final Age,Harlott,294240,0.949,,0.0176,8,0.271,-5.636,1,31.0,0.107,102.783,3,5nNBwrfNYeA9beWYXkIUkD,Detritus of the Final Age,0.107
1192,Winds Of Slaughter,Shrapnel,284000,0.955,,0.0111,4,0.36,-4.864,0,35.0,0.0755,187.363,4,1st60RcopofZkit6bSltag,Winds Of Slaughter,0.513
1193,Indoctrination,Sodom,190773,0.967,,0.355,10,0.31,-6.563,0,40.0,0.0527,99.977,4,5rJglpSmC76KMRYiFZUKwo,Indoctrination,0.494
1194,Word of God,Evildead,184533,0.969,,0.0342,1,0.29,-3.339,1,25.0,0.0572,99.921,4,6MJKSvcUgn7PHwoiM5b2ny,Word of God,0.297
1195,The Affair of the Poisons,Hellripper,269487,0.997,,0.000857,1,0.0648,-2.812,1,30.0,0.254,97.048,4,7zVIIZOOoO6keBdfKL8WGH,Beyond the Convent Walls,0.0375
1196,Left to Rot,Warfect,367957,0.859,,0.135,2,0.182,-11.34,1,22.0,0.0481,168.044,4,7DvxyQrH2AoV4h8OoiTCDV,Left to Rot,0.617
1197,Emerald Eyes,Iron Angel,278120,0.881,,0.329,11,0.148,-11.233,0,21.0,0.0701,165.229,4,2taAeDIwPAWwFf9jnwomWw,Emerald Eyes,0.331
1198,Violent Raid,Skeleton Pit,235431,0.952,,0.0317,9,0.249,-6.678,1,20.0,0.0597,105.023,4,1tYzsWKe9ksdy2moUtfP6R,Violent Raid,0.28
1199,Phantom Graves,Accuser,239387,0.985,,0.103,2,0.445,-3.665,1,23.0,0.0799,101.995,4,58RBSrRamSP8hhrYpvJYqe,Phantom Graves,0.208
1200,The Affair of the Poisons,Hellripper,295507,0.997,,0.000945,1,0.0732,-2.349,0,23.0,0.16,91.447,4,2az8J0QlRLJXCTrXedgsCi,The Affair of the Poisons,0.0954
1201,Sodom & Gomorrah,Sodom,246227,0.997,,0.33,7,0.338,-5.629,1,39.0,0.108,174.952,4,3uPYITcnVb9RZ7d8aKMV3r,Sodom & Gomorrah,0.0352
1202,Sea Savage,Gama Bomb,237514,0.968,,0.0718,4,0.147,-4.482,0,35.0,0.229,199.772,4,3Gwcz0OK7mFE87P7CjVG0W,Sea Savage,0.227
1203,Thrashmageddon,Demolizer,225265,0.952,,0.668,9,0.659,-5.1,1,20.0,0.0982,109.753,4,0qM2FouJdLcjr5vNB1jfPw,Cancer in the Brain,0.474
1204,Solution,Supreme Unbeing,323030,0.884,,0.294,6,0.124,-11.751,1,43.0,0.0473,134.994,4,28VRcCUCPlvuNFmgBAXGBn,Solution,0.284
1205,Thrashletics,Ravager,221067,0.996,,5.61e-05,9,0.159,-3.211,1,12.0,0.139,106.043,4,1KHiZH7EjojeU4rier0clf,Thrashletics (Out of Hell),0.131
1206,Face of the Unknown,Prayers of Sanity,284109,0.978,,0.0742,6,0.181,-4.807,0,7.0,0.0809,105.791,4,5kk1FE8LKvfotQ938RF6H7,Dead Alive,0.529
1207,Red N' Roll,Chronosphere,263200,0.991,,0.874,2,0.0782,-3.338,1,17.0,0.178,99.948,4,1colYbdMWdJtPG7oXwt6FW,Picking up My Pieces,0.122
1208,666-Pack,Insanity Alert,92613,0.805,,0.766,2,0.334,-6.696,1,32.0,0.103,142.409,4,0amgTTnQK7rmkXTUFFRZsY,All Mosh / No Brain,0.593
1209,Living for the Lockdown,Gama Bomb,146400,0.992,,7.74e-05,9,0.0738,-2.572,1,28.0,0.251,199.962,4,4xobQYTTvLp1WOpyjVfVb1,Living for the Lockdown,0.374
1210,Weapons of Thrash Destruction,Terrifier,324183,0.995,,0.852,0,0.0812,-3.422,1,25.0,0.221,97.025,4,5ihVldDm01ZzROCvW5rECC,Reanimator,0.0871
1211,Operation Misdirection,Ultra-Violence,174147,0.985,,0.000667,9,0.22,-3.765,0,21.0,0.227,179.841,4,4JfWOkRwd93UwkU9TqbavB,Welcome To The Freakshow,0.233
1212,Outsider God Creation,Tulkas,223588,0.911,,0.548,2,0.374,-6.731,1,31.0,0.0434,107.386,4,2DyYVbTGmphEo0xeqN6xkT,Outsider God Creation (O.G.C),0.538
1213,Opening Fire: 2008-2014,Power Trip,257695,0.979,,0.204,9,0.0644,-3.963,0,44.0,0.184,169.925,4,430VZGvjBfWzjVf0vZkbb8,Divine Apprehension,0.153
1214,Generation Antichrist (Japan Edition),Onslaught,278400,0.98,,0.0793,0,0.29,-6.039,0,3.0,0.0749,105.004,4,5mo4VR1zQNyBZrlmUmPmLM,Strike Fast Strike Hard,0.511
1215,Magickal Mystical Indifference,Rebel Wizard,127857,0.979,,0.953,2,0.368,-3.768,1,24.0,0.12,139.985,4,1mR4HtzupjzkES0jMITFO2,heavy negative wizard metal in-fucking-excelsis,0.0379
1216,Sacred Slaughter,Iron Angel,262213,0.905,,0.45,11,0.523,-11.115,0,20.0,0.0654,181.888,4,2Wf1aYlPLSVga0eyAuayxO,Sacred Slaughter,0.299
1217,Sum of Forces,Tantara,300293,0.974,,0.264,7,0.0722,-5.491,1,20.0,0.0993,102.501,4,443FxTiQx9GsJucnUTCLM7,Punish the Punisher,0.178
1218,Free from the Fridge,Head in a Jar,196725,0.982,,0.174,7,0.418,-3.915,1,12.0,0.207,184.815,4,0Vvs2YRZt8iUkHVcpJh6KS,Hell Beach,0.205
1219,Nightmare Logic,Power Trip,261709,0.992,,0.637,11,0.483,-3.312,1,45.0,0.114,193.941,4,127fndSSTEZrx2TV8cd3jM,Nightmare Logic,0.204
1220,Bow Down To the Clowns,Onslaught,290600,0.95,,0.131,1,0.78,-7.524,1,27.0,0.1,93.997,4,5kpeEEIRD13CzU8ZSTdJPy,Bow Down To the Clowns,0.261
1221,Florida Man,Sgt Slime,160731,0.945,,0.771,2,0.153,-8.003,1,15.0,0.0735,98.818,4,2W8Equ4ngAucJi9ngHdaox,Florida Man,0.31
1222,Why Play Around?,Wargasm,425120,0.984,,0.405,6,0.0631,-7.617,0,4.0,0.0631,105.138,4,7A684V9moIA8g5GDgrKdAY,Revenge,0.343
1223,Knee-Deep in the Dead,Traitor,267253,0.974,,0.53,11,0.153,-2.977,1,26.0,0.122,110.022,4,3WGMxrtnHowRRdmHctXfpW,Mad Dictator,0.415
1224,Born of Ire,Born Of Ire,300600,0.965,,0.0209,3,0.0698,-6.382,0,14.0,0.153,172.935,4,098gOGegzGnjMi3bZVLUeN,Marionette,0.223
1225,Anathema,Swarm,203600,0.99,,0.0578,1,0.356,-1.858,1,13.0,0.128,115.047,4,2OmbIUAJVoLXfTYlR4XOcM,The Deed Is Done,0.182
1226,Cut the Past,EXA,291500,0.977,,0.0689,11,0.396,-4.432,1,19.0,0.303,195.004,3,38K2DlgRYQ9dOTutG9vwIZ,Loss of Humanity,0.123
1227,Extinction,Harlott,300373,0.997,,0.538,5,0.0733,-3.397,0,21.0,0.137,101.997,4,4hCRsvAegWfodTEJSmlLTQ,The Penitent,0.336
1228,The Way to Oblivion,Divine Chaos,336573,0.989,,0.0191,9,0.219,-5.428,1,11.0,0.1,142.009,4,2rpuVgCB0A0atAtyNrNJuK,Serpent Words,0.259
1229,From Days Unto Darkness,Hatriot,397520,0.994,,0.0453,8,0.21,-4.495,1,17.0,0.121,105.022,4,206vgTLgw8xjPuzUB183up,Organic Remains,0.103
1230,Decade of Revival,Traitor,177207,0.991,,0.671,11,0.0405,-3.542,1,21.0,0.0759,176.034,4,04Db6DnoyLOzHg2hXMRQsm,Space Seed,0.624
1231,Concrete Jungle,Fusion Bomb,251693,0.99,,0.000275,9,0.355,-4.945,1,13.0,0.145,136.023,4,7kTVDsSeiVlDECINOtoSnL,Concrete Jungle,0.362
1232,Cabaret De La Guillotine,Angelus Apatrida,365867,0.983,,0.173,8,0.35,-3.092,1,24.0,0.0814,92.489,4,2WZbwWB05tnjUzJHt4KL4H,Betrayed,0.336
1233,Cut the Past,EXA,240253,0.989,,0.0347,1,0.221,-4.532,1,16.0,0.199,195.041,4,6KXZXc8GC0hNMirU7U1Osh,Fuel for Fire,0.45
1234,Extinction,Harlott,235067,0.995,,0.0153,10,0.286,-3.218,0,24.0,0.148,107.338,4,2BKaYacYK33sCj0wQmelzs,First World Solutions,0.521
1235,The Way to Oblivion,Divine Chaos,249880,0.982,,0.00245,2,0.218,-4.835,1,14.0,0.0879,93.48,4,6mMXddEVW8nBv9r9rrjYT2,The Way to Oblivion,0.229
1236,Ride Forth,Exmortus,280225,0.994,,0.474,4,0.0463,-2.375,1,28.0,0.14,155.029,4,1KOKew94NrIZITnpQAMa6p,For the Horde,0.462
1237,Dying to Exist,Hatchet,245423,0.986,,0.173,6,0.196,-5.605,1,12.0,0.114,102.493,4,4sJRgY8vu6LMPGT3GoDh2c,Silent Genocide,0.327
1238,This Is Resurrection Fest,Crisix,166857,0.795,,0.846,2,0.391,-13.298,1,0.0,0.0798,105.032,4,5xIBAXso8hub7aaNPTZ6Nz,This Is Resurrection Fest,0.278
1239,Cabaret De La Guillotine,Angelus Apatrida,361013,0.993,,0.174,10,0.0704,-3.408,0,33.0,0.16,142.01,4,3qy8XCdTUJI7UGynBI7Hkn,Sharpen the Guillotine,0.175
1240,The Outlaw,Wake up Frankie,226957,0.887,,0.000128,10,0.394,-6.371,0,31.0,0.0606,126.475,4,5C2rlT1Tt9QztEI6dtsZT6,The Outlaw,0.432
1241,Shredator,Insanity Alert,118014,0.947,,0.0,7,0.338,-7.319,1,23.0,0.174,91.167,4,4wmkXGAsAplI0XzVtydSLb,Shredator,0.383
1242,The Blight,Heathen,278027,0.987,,0.00783,2,0.316,-3.684,1,13.0,0.115,104.972,4,0rSkHGAlNJIDbkw3uDwNjf,The Blight,0.116
1243,The Sound of Steel,Exmortus,221394,0.964,,0.000485,8,0.0582,-4.211,1,26.0,0.146,145.043,4,5vTuSUoJfY9koIoslz26bO,Feast of Flesh,0.479
1244,Index Case,Wraith,115083,0.977,,0.941,10,0.398,-5.317,0,21.0,0.183,166.057,4,239D9QunfPbo8mSeU9Jod6,Extinction,0.395
1245,V,Havok,242661,0.981,,0.831,1,0.272,-4.377,1,34.0,0.133,161.99,3,3DVcZjs38AN1yyV6919IWb,Interface with the Infinite,0.147
1246,Glorious End,Warbringer,400706,0.969,,0.747,1,0.0787,-4.403,0,24.0,0.185,179.851,4,2YQfqDIGHWOswe12u1An4C,Glorious End,0.0744
1247,Misconception,Critical Defiance,362573,0.914,,0.515,9,0.165,-8.753,1,20.0,0.102,118.922,4,6tQffDAZsWT4qJNFaEFKQH,Desert Ways,0.308
1248,Titans of Creation,Testament,294533,0.997,,0.0052,1,0.159,-4.905,0,32.0,0.16,94.488,4,3Ych9a6MRd6LNs1uHyoyoU,False Prophet,0.0662
